PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23438245","Alcohol cues, approach bias, and inhibitory control: applying a dual process model of addiction to alcohol sensitivity","Fleming KA, Bartholow BD.","Psychol Addict Behav. 2014 Mar;28(1):85-96. doi: 10.1037/a0031565. Epub 2013 Feb 25.","Fleming KA","Psychol Addict Behav","2014","2013/02/27","PMC3969400","NIHMS562287","10.1037/a0031565"
"26027440","Investigation of automatic avoidance in displaced individuals with chronic Posttraumatic Stress Disorder (PTSD)","Wittekind CE, Behmer F, Muhtz C, Fritzsche A, Moritz S, Jelinek L.","Psychiatry Res. 2015 Aug 30;228(3):887-93. doi: 10.1016/j.psychres.2015.05.003. Epub 2015 May 12.","Wittekind CE","Psychiatry Res","2015","2015/06/02","","","10.1016/j.psychres.2015.05.003"
"31171005","Combining approach bias modification with working memory training during inpatient alcohol withdrawal: an open-label pilot trial of feasibility and acceptability","Manning V, Mroz K, Garfield JBB, Staiger PK, Hall K, Lubman DI, Verdejo-Garcia A.","Subst Abuse Treat Prev Policy. 2019 Jun 6;14(1):24. doi: 10.1186/s13011-019-0209-2.","Manning V","Subst Abuse Treat Prev Policy","2019","2019/06/08","PMC6555735","","10.1186/s13011-019-0209-2"
"9415904","Dual role of 5-HT in defense and anxiety","Graeff FG, Viana MB, Mora PO.","Neurosci Biobehav Rev. 1997 Nov;21(6):791-9. doi: 10.1016/s0149-7634(96)00059-0.","Graeff FG","Neurosci Biobehav Rev","1997","1998/01/07","","","10.1016/s0149-7634(96)00059-0"
"32143725","Effects of Transcranial Direct Current Stimulation (tDCS) and Approach Bias Modification (ABM) training on food cravings in people taking antipsychotic medication","Grycuk L, Gordon G, Gaughran F, Campbell IC, Schmidt U.","Trials. 2020 Mar 6;21(1):245. doi: 10.1186/s13063-020-4112-y.","Grycuk L","Trials","2020","2020/03/08","PMC7059718","","10.1186/s13063-020-4112-y"
"29804313","Motivational and implicit processes contribute to incidental physical activity","Oliver S, Kemps E.","Br J Health Psychol. 2018 Nov;23(4):820-842. doi: 10.1111/bjhp.12318. Epub 2018 May 27.","Oliver S","Br J Health Psychol","2018","2018/05/28","","","10.1111/bjhp.12318"
"34533471","Virtual Reality Technology Use in Cigarette Craving and Smoking Interventions (I ""Virtually"" Quit): Systematic Review","Keijsers M, Vega-Corredor MC, Tomintz M, Hoermann S.","J Med Internet Res. 2021 Sep 17;23(9):e24307. doi: 10.2196/24307.","Keijsers M","J Med Internet Res","2021","2021/09/17","PMC8486991","","10.2196/24307"
"25218067","Alcohol cognitive bias modification training for problem drinkers over the web","Wiers RW, Houben K, Fadardi JS, van Beek P, Rhemtulla M, Cox WM.","Addict Behav. 2015 Jan;40:21-6. doi: 10.1016/j.addbeh.2014.08.010. Epub 2014 Aug 30.","Wiers RW","Addict Behav","2015","2014/09/15","","","10.1016/j.addbeh.2014.08.010"
"26667160","The addicted brain: cognitive biases in problematic drinkers with mild to borderline intellectual disability","Van Duijvenbode N, Didden R, Korzilius HP, Engels RC.","J Intellect Disabil Res. 2016 Mar;60(3):242-53. doi: 10.1111/jir.12244. Epub 2015 Dec 15.","Van Duijvenbode N","J Intellect Disabil Res","2016","2015/12/16","","","10.1111/jir.12244"
"34697852","Behavioral response bias and event-related brain potentials implicate elevated incentive salience attribution to alcohol cues in emerging adults with lower sensitivity to alcohol","Cofresí RU, Kohen CB, Motschman CA, Wiers RW, Piasecki TM, Bartholow BD.","Addiction. 2021 Oct 25. doi: 10.1111/add.15728. Online ahead of print.","Cofresí RU","Addiction","2021","2021/10/26","","","10.1111/add.15728"
"22819277","Psychopaths lack the automatic avoidance of social threat: relation to instrumental aggression","Louise von Borries AK, Volman I, de Bruijn ER, Bulten BH, Verkes RJ, Roelofs K.","Psychiatry Res. 2012 Dec 30;200(2-3):761-6. doi: 10.1016/j.psychres.2012.06.026. Epub 2012 Jul 20.","Louise von Borries AK","Psychiatry Res","2012","2012/07/24","","","10.1016/j.psychres.2012.06.026"
"25048758","Social approach and avoidance behaviour for negative emotions is modulated by endogenous oxytocin and paranoia in schizophrenia","Brown EC, Tas C, Kuzu D, Esen-Danaci A, Roelofs K, Brüne M.","Psychiatry Res. 2014 Nov 30;219(3):436-42. doi: 10.1016/j.psychres.2014.06.038. Epub 2014 Jul 8.","Brown EC","Psychiatry Res","2014","2014/07/23","","","10.1016/j.psychres.2014.06.038"
"20650448","Automatic avoidance tendencies in individuals with contamination-related obsessive-compulsive symptoms","Najmi S, Kuckertz JM, Amir N.","Behav Res Ther. 2010 Oct;48(10):1058-62. doi: 10.1016/j.brat.2010.06.007. Epub 2010 Jul 1.","Najmi S","Behav Res Ther","2010","2010/07/24","PMC2930101","NIHMS219284","10.1016/j.brat.2010.06.007"
"26052292","Symptoms of cybersex addiction can be linked to both approaching and avoiding pornographic stimuli: results from an analog sample of regular cybersex users","Snagowski J, Brand M.","Front Psychol. 2015 May 22;6:653. doi: 10.3389/fpsyg.2015.00653. eCollection 2015.","Snagowski J","Front Psychol","2015","2015/06/09","PMC4441125","","10.3389/fpsyg.2015.00653"
"34697780","A Pilot Study on Approach Bias Modification in Smoking Cessation: Activating Personalized Alternative Activities for Smoking in the Context of Increased Craving","Wen S, Larsen H, Wiers RW.","Int J Behav Med. 2021 Oct 25. doi: 10.1007/s12529-021-10033-x. Online ahead of print.","Wen S","Int J Behav Med","2021","2021/10/26","","","10.1007/s12529-021-10033-x"
"23163714","The effect of modifying automatic action tendencies on overt avoidance behaviors","Amir N, Kuckertz JM, Najmi S.","Emotion. 2013 Jun;13(3):478-84. doi: 10.1037/a0030443. Epub 2012 Nov 19.","Amir N","Emotion","2013","2012/11/21","PMC3651769","NIHMS435278","10.1037/a0030443"
"23070587","Non-Gaussian Berkson errors in bioassay","Althubaiti A, Donev A.","Stat Methods Med Res. 2016 Feb;25(1):430-45. doi: 10.1177/0962280212460134. Epub 2012 Oct 14.","Althubaiti A","Stat Methods Med Res","2016","2012/10/17","","","10.1177/0962280212460134"
"28095331","The effect of combined avoidance and control training on implicit food evaluation and choice","Kakoschke N, Kemps E, Tiggemann M.","J Behav Ther Exp Psychiatry. 2017 Jun;55:99-105. doi: 10.1016/j.jbtep.2017.01.002. Epub 2017 Jan 5.","Kakoschke N","J Behav Ther Exp Psychiatry","2017","2017/01/18","","","10.1016/j.jbtep.2017.01.002"
"31640997","Combining cognitive bias modification training (CBM) and transcranial direct current stimulation (tDCS) to treat binge eating disorder: study protocol of a randomised controlled feasibility trial","Gordon G, Brockmeyer T, Schmidt U, Campbell IC.","BMJ Open. 2019 Oct 22;9(10):e030023. doi: 10.1136/bmjopen-2019-030023.","Gordon G","BMJ Open","2019","2019/10/24","PMC6830595","","10.1136/bmjopen-2019-030023"
"28823507","Home-cage anxiety levels in a transgenic rat model for Spinocerebellar ataxia type 17 measured by an approach-avoidance task: The light spot test","Kyriakou EI, Nguyen HP, Homberg JR, Van der Harst JE.","J Neurosci Methods. 2018 Apr 15;300:48-58. doi: 10.1016/j.jneumeth.2017.08.012. Epub 2017 Aug 18.","Kyriakou EI","J Neurosci Methods","2018","2017/08/22","","","10.1016/j.jneumeth.2017.08.012"
"30733678","Polarity Specific Effects of Cross-Hemispheric tDCS Coupled With Approach-Avoidance Training on Chocolate Craving","Carvalho S, Sampaio A, Mendes AJ, Lema A, Vieira D, Gonçalves ÓF, Leite J.","Front Pharmacol. 2019 Jan 24;9:1500. doi: 10.3389/fphar.2018.01500. eCollection 2018.","Carvalho S","Front Pharmacol","2019","2019/02/09","PMC6353830","","10.3389/fphar.2018.01500"
"9385064","Discriminated approach-avoidance task--a new paradigm for measuring both appetitive and aversive memory processes under identical test conditions","Kumar KB.","Brain Res Brain Res Protoc. 1997 Aug;1(3):263-8. doi: 10.1016/s1385-299x(96)00041-4.","Kumar KB","Brain Res Brain Res Protoc","1997","1997/08/01","","","10.1016/s1385-299x(96)00041-4"
"29496657","Augmenting Outpatient Alcohol Treatment as Usual With Online Alcohol Avoidance Training: Protocol for a Double-Blind Randomized Controlled Trial","Bratti-van der Werf MK, Laurens MC, Postel MG, Pieterse ME, Ben Allouch S, Wiers RW, Bohlmeijer ET, Salemink E.","JMIR Res Protoc. 2018 Mar 1;7(3):e55. doi: 10.2196/resprot.9287.","Bratti-van der Werf MK","JMIR Res Protoc","2018","2018/03/03","PMC5856929","","10.2196/resprot.9287"
"27488392","Cognitive Bias Modification Training During Inpatient Alcohol Detoxification Reduces Early Relapse: A Randomized Controlled Trial","Manning V, Staiger PK, Hall K, Garfield JB, Flaks G, Leung D, Hughes LK, Lum JA, Lubman DI, Verdejo-Garcia A.","Alcohol Clin Exp Res. 2016 Sep;40(9):2011-9. doi: 10.1111/acer.13163. Epub 2016 Aug 4.","Manning V","Alcohol Clin Exp Res","2016","2016/08/05","","","10.1111/acer.13163"
"26762699","The effect of acute alcohol on motor-related EEG asymmetries during preparation of approach or avoid alcohol responses","Korucuoglu O, Gladwin TE, Wiers RW.","Biol Psychol. 2016 Feb;114:81-92. doi: 10.1016/j.biopsycho.2015.12.012. Epub 2016 Jan 4.","Korucuoglu O","Biol Psychol","2016","2016/01/15","","","10.1016/j.biopsycho.2015.12.012"
"33862407","Approach bias retraining through virtual reality in smokers willing to quit smoking: A randomized-controlled study","Machulska A, Eiler TJ, Kleinke K, Grünewald A, Brück R, Jahn K, Niehaves B, Klucken T.","Behav Res Ther. 2021 Jun;141:103858. doi: 10.1016/j.brat.2021.103858. Epub 2021 Apr 2.","Machulska A","Behav Res Ther","2021","2021/04/16","","","10.1016/j.brat.2021.103858"
"21339377","Endogenous testosterone modulates prefrontal-amygdala connectivity during social emotional behavior","Volman I, Toni I, Verhagen L, Roelofs K.","Cereb Cortex. 2011 Oct;21(10):2282-90. doi: 10.1093/cercor/bhr001. Epub 2011 Feb 21.","Volman I","Cereb Cortex","2011","2011/02/23","PMC3169658","","10.1093/cercor/bhr001"
"33146693","Effect of Cognitive Bias Modification on Early Relapse Among Adults Undergoing Inpatient Alcohol Withdrawal Treatment: A Randomized Clinical Trial","Manning V, Garfield JBB, Staiger PK, Lubman DI, Lum JAG, Reynolds J, Hall K, Bonomo Y, Lloyd-Jones M, Wiers RW, Piercy H, Jacka D, Verdejo-Garcia A.","JAMA Psychiatry. 2021 Feb 1;78(2):133-140. doi: 10.1001/jamapsychiatry.2020.3446.","Manning V","JAMA Psychiatry","2021","2020/11/04","PMC7643044","","10.1001/jamapsychiatry.2020.3446"
"8103377","An assessment of the elevated X-maze for studying anxiety and anxiety-modulating drugs","Handley SL, McBlane JW.","J Pharmacol Toxicol Methods. 1993 Jun;29(3):129-38. doi: 10.1016/1056-8719(93)90063-k.","Handley SL","J Pharmacol Toxicol Methods","1993","1993/06/01","","","10.1016/1056-8719(93)90063-k"
"33799172","The role of psychopathic traits, social anxiety and cortisol in social approach avoidance tendencies","Dapprich AL, Lange WG, von Borries AKL, Volman I, Figner B, Roelofs K.","Psychoneuroendocrinology. 2021 Jun;128:105207. doi: 10.1016/j.psyneuen.2021.105207. Epub 2021 Mar 24.","Dapprich AL","Psychoneuroendocrinology","2021","2021/04/02","","","10.1016/j.psyneuen.2021.105207"
"24177315","Approach-alcohol action tendencies can be inhibited by cognitive load","Sharbanee JM, Stritzke WG, Jamalludin ME, Wiers RW.","Psychopharmacology (Berl). 2014 Mar;231(5):967-75. doi: 10.1007/s00213-013-3318-z. Epub 2013 Nov 1.","Sharbanee JM","Psychopharmacology (Berl)","2014","2013/11/02","","","10.1007/s00213-013-3318-z"
"18684435","Conditioned craving cues elicit an automatic approach tendency","Van Gucht D, Vansteenwegen D, Van den Bergh O, Beckers T.","Behav Res Ther. 2008 Oct;46(10):1160-9. doi: 10.1016/j.brat.2008.05.010. Epub 2008 Jun 27.","Van Gucht D","Behav Res Ther","2008","2008/08/08","","","10.1016/j.brat.2008.05.010"
"25546103","Temporal analysis of free exploration of an elevated plus-maze in mice","Arabo A, Potier C, Ollivier G, Lorivel T, Roy V.","J Exp Psychol Anim Learn Cogn. 2014 Oct;40(4):457-66. doi: 10.1037/xan0000031. Epub 2014 Jun 9.","Arabo A","J Exp Psychol Anim Learn Cogn","2014","2014/12/30","","","10.1037/xan0000031"
"16002103","Effects of apomorphine on rat behavior in the elevated plus-maze","Garcia AM, Martinez R, Brandão ML, Morato S.","Physiol Behav. 2005 Jul 21;85(4):440-7. doi: 10.1016/j.physbeh.2005.04.027.","Garcia AM","Physiol Behav","2005","2005/07/09","","","10.1016/j.physbeh.2005.04.027"
"27054684","Mechanisms of habitual approach: Failure to suppress irrelevant responses evoked by previously reward-associated stimuli","Anderson BA, Folk CL, Garrison R, Rogers L.","J Exp Psychol Gen. 2016 Jun;145(6):796-805. doi: 10.1037/xge0000169. Epub 2016 Apr 7.","Anderson BA","J Exp Psychol Gen","2016","2016/04/08","PMC4873395","NIHMS770434","10.1037/xge0000169"
"34110839","Does comorbid anxiety or depression moderate effects of approach bias modification in the treatment of alcohol use disorders?","Salemink E, Rinck M, Becker E, Wiers RW, Lindenmeyer J.","Psychol Addict Behav. 2021 Jun 10. doi: 10.1037/adb0000642. Online ahead of print.","Salemink E","Psychol Addict Behav","2021","2021/06/10","","","10.1037/adb0000642"
"29048185","Impulsivity and approach tendencies towards cigarette stimuli: Implications for cigarette smoking and cessation behaviors among youth","Weckler H, Kong G, Larsen H, Cousijn J, Wiers RW, Krishnan-Sarin S.","Exp Clin Psychopharmacol. 2017 Oct;25(5):363-372. doi: 10.1037/pha0000139.","Weckler H","Exp Clin Psychopharmacol","2017","2017/10/20","PMC6849389","NIHMS1057628","10.1037/pha0000139"
"34530341","Too hot to handle: Mood states moderate implicit approach vs. avoidance tendencies toward food cues in patients with obesity and active binge eating disorder","Krehbiel J, Halbeisen G, Kühn S, Erim Y, Paslakis G.","J Psychiatr Res. 2021 Sep 10;143:302-308. doi: 10.1016/j.jpsychires.2021.09.031. Online ahead of print.","Krehbiel J","J Psychiatr Res","2021","2021/09/16","","","10.1016/j.jpsychires.2021.09.031"
"34000329","The effect of television advertising on soft drink consumption: Individual vulnerabilities in approach bias and inhibitory control","Kemps E, Tiggemann M, Tuscharski A.","Appetite. 2021 Oct 1;165:105300. doi: 10.1016/j.appet.2021.105300. Epub 2021 May 15.","Kemps E","Appetite","2021","2021/05/17","","","10.1016/j.appet.2021.105300"
"27511292","Cognitive Biases for Social Alcohol-Related Pictures and Alcohol Use in Specific Social Settings: An Event-Level Study","Groefsema M, Engels R, Kuntsche E, Smit K, Luijten M.","Alcohol Clin Exp Res. 2016 Sep;40(9):2001-10. doi: 10.1111/acer.13165. Epub 2016 Aug 11.","Groefsema M","Alcohol Clin Exp Res","2016","2016/08/12","","","10.1111/acer.13165"
"29547643","Automatic approach-avoidance tendencies as a candidate intermediate phenotype for depression: Associations with childhood trauma and the 5-HTTLPR transporter polymorphism","Fleurkens P, van Minnen A, Becker ES, van Oostrom I, Speckens A, Rinck M, Vrijsen JN.","PLoS One. 2018 Mar 16;13(3):e0193787. doi: 10.1371/journal.pone.0193787. eCollection 2018.","Fleurkens P","PLoS One","2018","2018/03/17","PMC5856265","","10.1371/journal.pone.0193787"
"23763261","Automatic processes and the drinking behavior in early adolescence: a prospective study","Peeters M, Monshouwer K, van de Schoot RA, Janssen T, Vollebergh WA, Wiers RW.","Alcohol Clin Exp Res. 2013 Oct;37(10):1737-44. doi: 10.1111/acer.12156. Epub 2013 Jun 13.","Peeters M","Alcohol Clin Exp Res","2013","2013/06/15","","","10.1111/acer.12156"
"18116716","Effect of number of reinforcements on strength of approach in an approach-avoidance conflict","KAUFMAN EL, MILLER NE.","J Comp Physiol Psychol. 1949 Apr;42(2):65-74. doi: 10.1037/h0058924.","KAUFMAN EL","J Comp Physiol Psychol","1949","1949/04/01","","","10.1037/h0058924"
"32734836","Exploring Hostility Toward Women in High-Risk Rapists: The Relevance of Ambivalence and Relational Experience","Schippers EE, Smid WJ.","Sex Abuse. 2021 Oct;33(7):747-768. doi: 10.1177/1079063220946039. Epub 2020 Jul 31.","Schippers EE","Sex Abuse","2021","2020/08/01","","","10.1177/1079063220946039"
"30115911","Effect of valproate and pregabalin on human anxiety-like behaviour in a randomised controlled trial","Bach DR, Korn CW, Vunder J, Bantel A.","Transl Psychiatry. 2018 Aug 16;8(1):157. doi: 10.1038/s41398-018-0206-7.","Bach DR","Transl Psychiatry","2018","2018/08/18","PMC6095858","","10.1038/s41398-018-0206-7"
"33524700","Characterizing the time course of automatic action tendencies to affective facial expressions and its dysregulation in social anxiety disorder","Evans TC, Taylor CT, Britton JC.","J Anxiety Disord. 2021 Mar;78:102363. doi: 10.1016/j.janxdis.2021.102363. Epub 2021 Jan 15.","Evans TC","J Anxiety Disord","2021","2021/02/01","PMC7940588","NIHMS1668427","10.1016/j.janxdis.2021.102363"
"24904439","Impulsive and reflective processes related to alcohol use in young adolescents","Pieters S, Burk WJ, Van der Vorst H, Engels RC, Wiers RW.","Front Psychiatry. 2014 May 22;5:56. doi: 10.3389/fpsyt.2014.00056. eCollection 2014.","Pieters S","Front Psychiatry","2014","2014/06/07","PMC4033066","","10.3389/fpsyt.2014.00056"
"27790791","A clinical trial with combined transcranial direct current stimulation and alcohol approach bias retraining","den Uyl TE, Gladwin TE, Rinck M, Lindenmeyer J, Wiers RW.","Addict Biol. 2017 Nov;22(6):1632-1640. doi: 10.1111/adb.12463. Epub 2016 Oct 27.","den Uyl TE","Addict Biol","2017","2016/10/30","","","10.1111/adb.12463"
"26267407","Oxytocin enables novelty seeking and creative performance through upregulated approach: evidence and avenues for future research","De Dreu CK, Baas M, Boot NC.","Wiley Interdiscip Rev Cogn Sci. 2015 Sep-Oct;6(5):409-17. doi: 10.1002/wcs.1354. Epub 2015 Jun 22.","De Dreu CK","Wiley Interdiscip Rev Cogn Sci","2015","2015/08/13","","","10.1002/wcs.1354"
"19027808","Attentional and approach biases for pictorial food cues. Influence of external eating","Brignell C, Griffiths T, Bradley BP, Mogg K.","Appetite. 2009 Apr;52(2):299-306. doi: 10.1016/j.appet.2008.10.007. Epub 2008 Nov 5.","Brignell C","Appetite","2009","2008/11/26","","","10.1016/j.appet.2008.10.007"
"9290860","Selective processing of visual alcohol cues in abstinent alcoholics: an approach-avoidance conflict?","Stormark KM, Field NP, Hugdahl K, Horowitz M.","Addict Behav. 1997 Jul-Aug;22(4):509-19. doi: 10.1016/s0306-4603(96)00051-2.","Stormark KM","Addict Behav","1997","1997/07/01","","","10.1016/s0306-4603(96)00051-2"
"27505210","A randomized controlled trial of Web-based Attentional Bias Modification to help smokers quit","Elfeddali I, de Vries H, Bolman C, Pronk T, Wiers RW.","Health Psychol. 2016 Aug;35(8):870-80. doi: 10.1037/hea0000346.","Elfeddali I","Health Psychol","2016","2016/08/10","","","10.1037/hea0000346"
"28675116","Acute alcohol effects on explicit and implicit motivation to drink alcohol in socially drinking adolescents","Jünger E, Javadi AH, Wiers CE, Sommer C, Garbusow M, Bernhardt N, Kuitunen-Paul S, Smolka MN, Zimmermann US.","J Psychopharmacol. 2017 Jul;31(7):893-905. doi: 10.1177/0269881117691454. Epub 2017 Feb 21.","Jünger E","J Psychopharmacol","2017","2017/07/05","","","10.1177/0269881117691454"
"11195726","Coping style following acute stress in competitive sport","Anshel MH, Williams LR, Williams SM.","J Soc Psychol. 2000 Dec;140(6):751-73. doi: 10.1080/00224540009600515.","Anshel MH","J Soc Psychol","2000","2001/02/24","","","10.1080/00224540009600515"
"22922017","Controlled attention allocation mediates the relation between goal-oriented pursuit and approach-avoidance reactions to negative stimuli","Ernst LH, Weidner A, Ehlis AC, Fallgatter AJ.","Biol Psychol. 2012 Oct;91(2):312-20. doi: 10.1016/j.biopsycho.2012.08.004. Epub 2012 Aug 14.","Ernst LH","Biol Psychol","2012","2012/08/28","","","10.1016/j.biopsycho.2012.08.004"
"27159342","Intranasal Oxytocin Selectively Modulates Social Perception, Craving, and Approach Behavior in Subjects With Alcohol Use Disorder","Mitchell JM, Arcuni PA, Weinstein D, Woolley JD.","J Addict Med. 2016 May-Jun;10(3):182-9. doi: 10.1097/ADM.0000000000000213.","Mitchell JM","J Addict Med","2016","2016/05/10","","","10.1097/ADM.0000000000000213"
"25164091","Spider-fearful individuals hesitantly approach threat, whereas depressed individuals do not persistently approach reward","Bartoszek G, Winer ES.","J Behav Ther Exp Psychiatry. 2015 Mar;46:1-7. doi: 10.1016/j.jbtep.2014.07.012. Epub 2014 Aug 8.","Bartoszek G","J Behav Ther Exp Psychiatry","2015","2014/08/29","","","10.1016/j.jbtep.2014.07.012"
"17064759","Anxiolytic-like actions of buspirone in a runway model of intravenous cocaine self-administration","Ettenberg A, Bernardi RE.","Pharmacol Biochem Behav. 2006 Oct;85(2):393-9. doi: 10.1016/j.pbb.2006.09.007. Epub 2006 Oct 24.","Ettenberg A","Pharmacol Biochem Behav","2006","2006/10/27","PMC1851937","NIHMS15971","10.1016/j.pbb.2006.09.007"
"31541874","Peripheral proinflammatory markers are upregulated in abstinent alcohol-dependent patients but are not affected by cognitive bias modification: Preliminary findings","Portelli J, Wiers CE, Li X, Deschaine SL, McDiarmid GR, Bermpohl F, Leggio L.","Drug Alcohol Depend. 2019 Nov 1;204:107553. doi: 10.1016/j.drugalcdep.2019.107553. Epub 2019 Sep 11.","Portelli J","Drug Alcohol Depend","2019","2019/09/22","PMC6913873","NIHMS1543704","10.1016/j.drugalcdep.2019.107553"
"28711118","Mental Imagery Training Increases Wanting of Rewards and Reward Sensitivity and Reduces Depressive Symptoms","Linke J, Wessa M.","Behav Ther. 2017 Sep;48(5):695-706. doi: 10.1016/j.beth.2017.04.002. Epub 2017 Apr 18.","Linke J","Behav Ther","2017","2017/07/17","","","10.1016/j.beth.2017.04.002"
"27210477","Emotional and Cognitive Variables Associated with Contamination-Related Obsessive-Compulsive Symptoms","García-Soriano G, Rosell-Clari V, Serrano MÁ.","Span J Psychol. 2016 May 23;19:E25. doi: 10.1017/sjp.2016.27.","García-Soriano G","Span J Psychol","2016","2016/05/24","","","10.1017/sjp.2016.27"
"18550028","Social anxiety and evaluation of social crowds: explicit and implicit measures","Lange WG, Keijsers G, Becker ES, Rinck M.","Behav Res Ther. 2008 Aug;46(8):932-43. doi: 10.1016/j.brat.2008.04.008. Epub 2008 Apr 30.","Lange WG","Behav Res Ther","2008","2008/06/14","","","10.1016/j.brat.2008.04.008"
"25308086","Short-term testosterone manipulations do not affect cognition or motor function but differentially modulate emotions in young and older male rhesus monkeys","Kelly B, Maguire-Herring V, Rose CM, Gore HE, Ferrigno S, Novak MA, Lacreuse A.","Horm Behav. 2014 Nov;66(5):731-42. doi: 10.1016/j.yhbeh.2014.08.016. Epub 2014 Oct 13.","Kelly B","Horm Behav","2014","2014/10/14","PMC4262694","NIHMS638426","10.1016/j.yhbeh.2014.08.016"
"23548774","Genetic variation in MAOA modulates prefrontal cortical regulation of approach-avoidance reactions","Ernst LH, Lutz E, Ehlis AC, Fallgatter AJ, Reif A, Plichta MM.","Neuropsychobiology. 2013;67(3):168-80. doi: 10.1159/000346582. Epub 2013 Mar 16.","Ernst LH","Neuropsychobiology","2013","2013/04/04","","","10.1159/000346582"
"30188950","Loneliness predicts a preference for larger interpersonal distance within intimate space","Layden EA, Cacioppo JT, Cacioppo S.","PLoS One. 2018 Sep 6;13(9):e0203491. doi: 10.1371/journal.pone.0203491. eCollection 2018.","Layden EA","PLoS One","2018","2018/09/07","PMC6126853","","10.1371/journal.pone.0203491"
"23133434","Motivational Mechanisms and Outcome Expectancies Underlying the Approach Bias toward Addictive Substances","Watson P, de Wit S, Hommel B, Wiers RW.","Front Psychol. 2012 Oct 22;3:440. doi: 10.3389/fpsyg.2012.00440. eCollection 2012.","Watson P","Front Psychol","2012","2012/11/08","PMC3490330","","10.3389/fpsyg.2012.00440"
"28237541","Does approach bias modification really work in the eating domain? A commentary on Kakoschke et al. (2017)","Becker D, Jostmann NB, Holland RW.","Addict Behav. 2018 Feb;77:293-294. doi: 10.1016/j.addbeh.2017.02.025. Epub 2017 Feb 17.","Becker D","Addict Behav","2018","2017/02/27","","","10.1016/j.addbeh.2017.02.025"
"31337443","Association between fatigue, motivational measures (BIS/BAS) and semi-structured psychosocial interview in hemodialytic treatment","Balconi M, Angioletti L, De Filippis D, Bossola M.","BMC Psychol. 2019 Jul 23;7(1):49. doi: 10.1186/s40359-019-0321-0.","Balconi M","BMC Psychol","2019","2019/07/25","PMC6651918","","10.1186/s40359-019-0321-0"
"28184191","Behavior of Male and Female C57BL/6J Mice Is More Consistent with Repeated Trials in the Elevated Zero Maze than in the Elevated Plus Maze","Tucker LB, McCabe JT.","Front Behav Neurosci. 2017 Jan 26;11:13. doi: 10.3389/fnbeh.2017.00013. eCollection 2017.","Tucker LB","Front Behav Neurosci","2017","2017/02/11","PMC5266707","","10.3389/fnbeh.2017.00013"
"25090429","From perception to preference and on to inference: an approach-avoidance analysis of thresholds","Luan S, Schooler LJ, Gigerenzer G.","Psychol Rev. 2014 Jul;121(3):501-25. doi: 10.1037/a0037025.","Luan S","Psychol Rev","2014","2014/08/05","","","10.1037/a0037025"
"945610","Genetic predisposition and stress-induced hypertension","Friedman R, Iwai J.","Science. 1976 Jul 9;193(4248):161-2. doi: 10.1126/science.945610.","Friedman R","Science","1976","1976/07/09","","","10.1126/science.945610"
"29576411","Are emotional action tendencies and attentional bias related to temperament dimensions in patients with borderline personality disorder?","Sleuwaegen E, Hulstijn W, Claes L, Houben M, Gandhi A, Berens A, Sabbe B.","Psychiatry Res. 2018 Aug;266:247-252. doi: 10.1016/j.psychres.2018.03.004. Epub 2018 Mar 14.","Sleuwaegen E","Psychiatry Res","2018","2018/03/27","","","10.1016/j.psychres.2018.03.004"
"29062033","Compared to self-immersion, mindful attention reduces salivation and automatic food bias","Baquedano C, Vergara R, Lopez V, Fabar C, Cosmelli D, Lutz A.","Sci Rep. 2017 Oct 23;7(1):13839. doi: 10.1038/s41598-017-13662-z.","Baquedano C","Sci Rep","2017","2017/10/25","PMC5653876","","10.1038/s41598-017-13662-z"
"33692674","Ventromedial Prefrontal Cortex Activity and Sympathetic Allostasis During Value-Based Ambivalence","Dundon NM, Shapiro AD, Babenko V, Okafor GN, Grafton ST.","Front Behav Neurosci. 2021 Feb 22;15:615796. doi: 10.3389/fnbeh.2021.615796. eCollection 2021.","Dundon NM","Front Behav Neurosci","2021","2021/03/11","PMC7937876","","10.3389/fnbeh.2021.615796"
"34617392","The evidential value of research on cognitive training to change food-related biases and unhealthy eating behavior: A systematic review and p-curve analysis","Navas JF, Verdejo-García A, Vadillo MA.","Obes Rev. 2021 Oct 6. doi: 10.1111/obr.13338. Online ahead of print.","Navas JF","Obes Rev","2021","2021/10/07","","","10.1111/obr.13338"
"34457346","Effects of go/no-go training on food-related action tendencies, liking and choice","Tzavella L, Lawrence NS, Button KS, Hart EA, Holmes NM, Houghton K, Badkar N, Macey E, Braggins AJ, Murray FC, Chambers CD, Adams RC.","R Soc Open Sci. 2021 Aug 25;8(8):210666. doi: 10.1098/rsos.210666. eCollection 2021 Aug.","Tzavella L","R Soc Open Sci","2021","2021/08/30","PMC8385366","","10.1098/rsos.210666"
"33660363","Medial prefrontal cortical control of reward- and aversion-based behavioral output: Bottom-up modulation","Pastor V, Medina JH.","Eur J Neurosci. 2021 May;53(9):3039-3062. doi: 10.1111/ejn.15168. Epub 2021 Mar 15.","Pastor V","Eur J Neurosci","2021","2021/03/04","","","10.1111/ejn.15168"
